"app_id","rating_count_tot","rating_count_ver","avg_rating_tot","avg_rating_ver","diff_rating_ver"
588287777,1,1,5,5,0
588358613,11040,644,4,4.5,0.5
588682669,1191,572,4.5,4.5,0
588722840,2431,14,4.5,4.5,0
588797948,1,1,1,1,0
588922922,50,0,4,0,-4
589220663,181,3,4,3.5,-0.5
589351740,687,19,3,2.5,-0.5
589653414,1356,73,2.5,2.5,0
589779009,421,174,4.5,4.5,0
590190880,0,0,0,0,0
590216134,27421,2544,4.5,4.5,0
590250573,2145,189,4.5,4.5,0
590268705,7,0,3.5,0,-3.5
590353452,26,3,3,1,-2
590652256,754,21,4,4,0
591301867,56,17,4,4,0
591560124,25193,245,4.5,5,0.5
591584458,97,0,4,0,-4
591591931,3,3,3.5,3.5,0
591626572,10534,20,5,5,0
591840203,11322,10,5,4.5,-0.5
591923366,307,152,4.5,4.5,0
592331499,2082,12,5,5,0
592371118,0,0,0,0,0
592447445,90355,150,3.5,1.5,-2
592682163,2505,0,4.5,0,-4.5
592725830,130,10,2,1.5,-0.5
593042008,1,1,1,1,0
593306620,525,140,4.5,4.5,0
593451567,1941,154,4.5,4.5,0
593658634,2232,70,4.5,3.5,-1
593715088,66002,3238,4.5,4.5,0
593828513,198,2,4.5,1,-3.5
594117733,104,54,4,4,0
594145971,14,0,5,0,-5
594802437,41428,20,4.5,4.5,0
594811233,3025,275,4.5,4.5,0
594851821,96,0,3,0,-3
595098366,2,2,2.5,2.5,0
595246296,0,0,0,0,0
595303942,5230,73,4,4.5,0.5
595558452,80308,489,4.5,4.5,0
595689324,2298,63,4,4.5,0.5
595831580,14912,151,4,4,0
596006531,78,6,4,4,0
596026805,166,16,4.5,5,0.5
596040849,0,0,0,0,0
596133590,13237,102,3.5,3.5,0
596402997,464312,444,4.5,4.5,0
596677177,4422,2200,4,4,0
596684220,2747,183,4.5,5,0.5
596796565,53,42,4.5,4.5,0
597426372,1205,2,3,5,2
597855590,198050,94315,4.5,4.5,0
597986893,267394,1763,4.5,4.5,0
598127498,0,0,0,0,0
598241102,10477,10477,4.5,4.5,0
598542901,594,68,4.5,5,0.5
598581396,6419,531,4.5,5,0.5
598581619,11447,726,5,5,0
598603610,43770,722,4.5,4.5,0
599083564,6009,16,3.5,4,0.5
599456126,34,2,4,5,1
599456380,445,12,4.5,5,0.5
599515468,9875,33,4.5,4,-0.5
599534650,4818,53,4.5,4.5,0
599608562,53,1,2.5,5,2.5
599664106,8014,59,4.5,5,0.5
599694143,322,13,4.5,5,0.5
599852923,5237,129,4.5,4.5,0
599955633,1044,1,4.5,5,0.5
600093562,0,0,0,0,0
600093661,440,23,4,4,0
600273928,9,1,3.5,3,-0.5
600626116,570,5,4.5,4,-0.5
600674056,186089,1010,5,4.5,-0.5
601137830,411,11,3,4.5,1.5
601584735,6891,34,4.5,4,-0.5
601831815,9095,3789,4.5,4.5,0
602065803,10604,3488,4.5,4.5,0
602716057,12402,338,4.5,4,-0.5
603092599,4251,786,4,4.5,0.5
603527166,126233,22200,4.5,4.5,0
603529731,2972,1160,4.5,4,-0.5
604186826,55548,97,4,3.5,-0.5
604376012,418,52,4,4.5,0.5
604687408,19,5,2.5,2,-0.5
605040858,53,2,2.5,3,0.5
605057245,2555,332,4.5,4.5,0
605477810,50,9,3.5,2.5,-1
606190854,141634,1655,5,4,-1
606310581,7643,110,4.5,4.5,0
606413051,22079,193,4.5,4,-0.5
606800657,10514,86,4.5,5,0.5
606910110,38,1,3.5,1,-2.5
607527020,2374,464,4.5,4.5,0
608188610,39501,4851,4.5,4.5,0
608206510,187579,286,4.5,4.5,0
608263551,138,0,4,0,-4
608707318,8249,18,4,4.5,0.5
608847384,17254,237,5,4.5,-0.5
608899141,9003,1038,5,4.5,-0.5
608901634,4294,829,4.5,4.5,0
609405853,342,24,4,4.5,0.5
609524351,12,0,3.5,0,-3.5
609577016,1808,212,4.5,5,0.5
609598558,964,3,4.5,5,0.5
609636705,1,1,1,1,0
609649044,0,0,0,0,0
609704981,35109,26,4,2,-2
610003290,37673,9983,4,4.5,0.5
610386042,0,0,0,0,0
610391947,188568,2850,4.5,4.5,0
610955645,903,12,3.5,4,0.5
611071723,1257,2,4,4.5,0.5
611436052,8767,965,4,4.5,0.5
613398383,2196,63,4,4.5,0.5
613464159,25,1,3,1,-2
613980069,431,326,4,5,1
615187629,16221,262,4.5,5,0.5
615256100,1193,38,3.5,3.5,0
615563599,57878,6343,4.5,5,0.5
616027251,1766,397,4.5,4.5,0
616589689,0,0,0,0,0
616655687,116620,6593,4.5,4.5,0
616728264,567,312,4.5,4.5,0
616728746,230,141,4,4.5,0.5
617098629,4057,111,4.5,4,-0.5
618687721,6,0,4,0,-4
618790117,1478,253,4,4.5,0.5
619481402,13142,77,4,4,0
619517698,15398,2492,4,4,0
620112416,75034,66,4,4,0
620262310,16,0,4.5,0,-4.5
620447173,8,1,4,4,0
621167809,0,0,0,0,0
621491290,2500,162,4,4.5,0.5
621561671,864,0,4.5,0,-4.5
621574163,10511,2201,4,4.5,0.5
622434129,7503,334,5,5,0
622559167,0,0,0,0,0
622613679,19784,1086,4,4.5,0.5
623158699,8311,101,4.5,4.5,0
623193844,527,17,4.5,4.5,0
623592465,9567,356,4.5,4.5,0
623789705,2758,53,4,3.5,-0.5
623856305,41,6,3.5,4.5,1
624533261,67861,173,4.5,4.5,0
624653112,2846,89,4,2.5,-1.5
625257520,34694,50,4,4,0
625334537,266440,6263,5,4.5,-0.5
625411864,105,37,4.5,4.5,0
625740630,14,2,3,1.5,-1.5
625985591,2485,2112,4.5,5,0.5
625994547,68,6,3,3.5,0.5
626362411,261,21,3.5,3.5,0
626469977,100035,195,4.5,3.5,-1
626583252,24530,3551,4.5,4.5,0
627879091,662,22,4,3.5,-0.5
627880433,308,10,5,5,0
627986929,172,4,2,3,1
627994145,900,5,4.5,4,-0.5
628267678,2199,554,4.5,4,-0.5
628677149,112603,537,4.5,4.5,0
629059031,1490,3,4.5,4.5,0
631073589,24,1,3.5,5,1.5
631446426,349,94,4.5,4.5,0
632064672,3,3,2,2,0
632079234,3473,619,4,4,0
632231181,70,11,2.5,1.5,-1
632285588,11900,7,4,4,0
632297587,408,356,4,4,0
632311326,48032,899,4.5,4,-0.5
632344249,1214,68,3.5,4,0.5
632344648,612,12,2.5,3.5,1
632460897,6,1,5,5,0
632598552,263,94,3.5,3,-0.5
632827808,122868,176,4.5,4,-0.5
633443676,6764,105,4,4.5,0.5
633625517,373,134,4,4,0
634013256,516,8,4.5,4.5,0
634158738,2152,241,5,5,0
634235735,14407,207,5,4.5,-0.5
634329875,323,8,2.5,2,-0.5
634467171,1338,202,4,4.5,0.5
634672279,3278,39,2.5,3,0.5
634885478,425,316,4.5,4.5,0
634896669,804,0,5,0,-5
635080617,416,11,4,4.5,0.5
635206028,417,8,4.5,5,0.5
635252156,953,202,4.5,4.5,0
635573390,134080,451,5,5,0
635819133,452,340,4.5,4.5,0
635966718,20383,138,5,4.5,-0.5
636240052,6407,267,4.5,4.5,0
636248681,304,18,4,3.5,-0.5
636344719,0,0,0,0,0
636485814,1690,112,4.5,4.5,0
637897973,252,123,4.5,4.5,0
638143733,19,0,4.5,0,-4.5
638689075,80801,953,4.5,4.5,0
638714159,0,0,0,0,0
638853147,22302,221,3.5,4,0.5
639219540,0,0,0,0,0
639615384,1522,277,4,4,0
639930688,151559,866,4.5,4.5,0
640111933,301182,3493,4.5,4.5,0
640199958,762,7,3.5,4.5,1
640360962,14402,104,4.5,4.5,0
640364616,98036,11022,4.5,4.5,0
640484311,261,84,5,4.5,-0.5
640564761,537,2,4.5,5,0.5
640702076,1617,50,4.5,4.5,0
640941236,1286,289,3.5,3,-0.5
640999250,9,9,4,4,0
641519483,144,62,4.5,5,0.5
641900855,11505,67,4.5,4.5,0
642064350,15053,1032,4.5,4,-0.5
642091851,94,13,3,4.5,1.5
642821482,75793,953,4,3.5,-0.5
642831690,40227,2371,4.5,4.5,0
643165438,64,10,3.5,3.5,0
643496868,36404,0,4,0,-4
643791032,10,0,2.5,0,-2.5
643857704,412,22,3,3.5,0.5
644077827,135,36,5,5,0
644106186,220,20,4.5,4.5,0
644245630,5,0,4,0,-4
645384141,263,101,4.5,4.5,0
645422116,14,1,4.5,4,-0.5
645675002,168,162,4,4,0
645682444,6482,409,4.5,4.5,0
645704840,6970,93,4.5,4.5,0
645705454,53415,2938,4.5,4.5,0
645746786,9731,1840,5,4.5,-0.5
645794505,165,21,4.5,4.5,0
645797558,597,289,4.5,4.5,0
645859810,33724,64,4.5,4.5,0
645949180,21601,14,4,3.5,-0.5
646100661,5233,0,4,0,-4
646436754,608,96,4.5,5,0.5
646489967,852,852,3.5,3.5,0
646504584,2,2,3.5,3.5,0
646619812,111,12,2.5,3.5,1
647554947,306,79,4,4,0
647594931,7427,693,4.5,3.5,-1
647804489,741,161,4.5,4.5,0
648019675,1772,545,4.5,4.5,0
648228242,542,366,3.5,4,0.5
648668184,60601,5645,4.5,4.5,0
648862644,818,180,4.5,4,-0.5
648998642,438,3,4.5,4.5,0
649181106,218,12,4,4,0
649202100,330,30,3,3,0
649246860,581,8,4,5,1
649820448,1034,8,3.5,2.5,-1
649822618,4475,177,4,4,0
649983655,945,95,5,5,0
650276551,6808,9,4.5,4,-0.5
650645305,325,16,3.5,4,0.5
650684932,521,35,4,4.5,0.5
650715760,181,32,4,4.5,0.5
651209536,6055,34,4.5,4,-0.5
651277515,169,57,4.5,4.5,0
651309421,11976,172,4.5,4.5,0
651323845,128,74,5,5,0
651510680,393469,34,4.5,3.5,-1
651978174,2470,984,4,4,0
652039347,5030,1014,4,4,0
652077009,5102,114,4.5,4,-0.5
652138155,47,2,4,4,0
652945710,23160,44,4.5,4.5,0
653031147,1875,176,4.5,4.5,0
653146633,146,24,2.5,1.5,-1
653298682,2177,0,4.5,0,-4.5
653384976,0,0,0,0,0
653453499,1189,11,4.5,3.5,-1
653508448,111579,365,4.5,5,0.5
653967729,18072,129,4.5,4,-0.5
654662054,155,71,4,4,0
654810212,1722,18,4.5,4,-0.5
654898029,2122,129,5,4.5,-0.5
655619282,9097,2662,4,4.5,0.5
655749677,5513,665,4.5,4.5,0
655890150,559,15,4,4.5,0.5
655903467,184,17,4,4.5,0.5
656163700,726,52,4.5,4.5,0
656176278,45270,763,4.5,4,-0.5
656723874,348,35,3.5,3.5,0
656773485,226,96,4,4,0
656951157,15030,319,4.5,4.5,0
656971078,155903,713,4.5,4.5,0
657189652,13436,39,4.5,4.5,0
657222343,303,40,4.5,5,0.5
657395017,78,30,5,5,0
657500465,123859,1174,4.5,4.5,0
657638474,108,9,4.5,4.5,0
657675944,9,0,4.5,0,-4.5
657811530,5078,761,4.5,4.5,0
658257516,142,0,2.5,0,-2.5
658293394,218024,1734,4.5,4.5,0
658426204,452,40,4,4,0
658785238,0,0,0,0,0
658828559,289,46,4.5,4,-0.5
659283309,29090,23,4.5,4,-0.5
659353189,386,28,4.5,4,-0.5
659425518,41277,220,4.5,4.5,0
659448144,477,6,4.5,3.5,-1
659563061,14682,0,3.5,0,-3.5
659672658,294,6,3.5,3,-0.5
660617252,0,0,0,0,0
660653351,77,5,3.5,2,-1.5
660687537,195,79,3.5,3.5,0
660842333,1458,914,4.5,4.5,0
660982355,3525,970,4.5,4.5,0
661149814,22,0,5,0,-5
662001778,7,0,4,0,-4
662090840,9035,72,4.5,5,0.5
662569685,3311,380,4.5,4.5,0
662611545,26,6,3.5,3.5,0
662749248,1525,352,4.5,5,0.5
663068211,1436,155,4.5,4.5,0
663547503,1622,236,4.5,4.5,0
663820495,702,38,4,4,0
663965632,897,553,3.5,3.5,0
664425773,689,102,2.5,2.5,0
664457128,248,2,4,4.5,0.5
664575829,39217,1947,4.5,4.5,0
664783704,2054,2054,4.5,4.5,0
664939913,5684,33,4,5,1
665001825,5305,632,4.5,4.5,0
665678340,362,1,4.5,5,0.5
665795633,0,0,0,0,0
665873523,4861,19,4.5,4.5,0
666202151,1033,54,4.5,4.5,0
666508823,3376,336,4.5,4.5,0
666575946,1274,0,4.5,0,-4.5
667362389,36809,2858,5,5,0
667579844,1702,127,4,4,0
667728512,107916,507,4,3,-1
667819594,2971,1,4.5,5,0.5
668159524,15399,613,4.5,4.5,0
668354926,3610,724,4.5,4.5,0
668515245,1,1,4,4,0
668533031,41,0,4.5,0,-4.5
668576857,9,0,4.5,0,-4.5
668598022,273,55,3.5,3.5,0
669196929,4511,111,4.5,4.5,0
669198374,3431,93,4.5,4,-0.5
669287954,488,5,3.5,4,0.5
669835030,150,21,3,3.5,0.5
670109767,238,12,4.5,4.5,0
670133026,530,526,4,4,0
670910957,259,8,4.5,5,0.5
671123035,299,18,5,5,0
671464704,23779,128,4.5,4,-0.5
671867510,1761,13,4.5,5,0.5
671889349,0,0,0,0,0
672002602,409,46,4,3.5,-0.5
672150402,241929,2013,4.5,4.5,0
672151350,0,0,0,0,0
672175251,1501,60,5,4.5,-0.5
672828590,53285,623,4.5,4.5,0
673041243,0,0,0,0,0
673120263,6696,5031,4,4,0
673354210,9930,53,4,4,0
673612506,317,12,4.5,4,-0.5
673672983,0,0,0,0,0
673673795,1476,666,4.5,4.5,0
674069291,668,0,3,0,-3
674385418,5,1,4.5,3,-1.5
674474596,0,0,0,0,0
674590967,0,0,0,0,0
674657235,64586,330,4.5,4.5,0
675054186,896,10,4,4.5,0.5
675628523,5222,199,4,4.5,0.5
676201334,58,0,3,0,-3
678448523,10239,93,4.5,4,-0.5
678861146,352,223,4.5,4.5,0
679454835,613,38,4,4,0
679753195,2641,22,3.5,4,0.5
680022952,81648,9,4.5,5,0.5
680170305,4137,2391,4.5,4.5,0
680258201,599,236,4.5,4.5,0
680268481,6,0,4,0,-4
680366065,2036,243,4.5,4.5,0
680436745,2817,475,4.5,4.5,0
680581294,598,115,4.5,4.5,0
680733772,5526,816,4.5,4.5,0
680819774,9303,101,3.5,2.5,-1
681370499,27738,14077,4.5,4.5,0
681814050,12376,162,4.5,4.5,0
681942253,511,9,4,4,0
681966300,217,7,4,2.5,-1.5
682046579,1922,51,4,4,0
683942610,1582,61,4.5,4.5,0
685214412,0,0,0,0,0
685310398,4640,1192,4.5,4.5,0
685675706,110062,613,4.5,4.5,0
685857245,4283,106,4.5,4.5,0
686365571,27122,0,4.5,0,-4.5
686420990,145,57,4.5,4.5,0
686449807,7573,142,4,4.5,0.5
686542963,9109,8553,4,4,0
686910560,78,2,4,5,1
687421118,501,12,4.5,4,-0.5
687792357,778,44,3,2.5,-0.5
687877464,8516,28,4.5,4,-0.5
687888390,7078,102,4.5,3.5,-1
688285246,725,461,4.5,4.5,0
688319243,20200,94,4.5,4,-0.5
688831692,1718,22,4.5,4,-0.5
688983474,529,8,4.5,4.5,0
689165391,58,0,3.5,0,-3.5
689180123,205,4,3.5,2,-1.5
689859603,220,60,4.5,4.5,0
689936776,1238,29,4,4,0
690016261,816,157,4.5,4.5,0
690106176,314,34,3.5,4,0.5
690215614,202,202,4,4,0
690602681,18,0,4,0,-4
690802539,172,6,4,4.5,0.5
690852527,60488,538,4.5,5,0.5
691025552,9021,37,4.5,4.5,0
691102150,1072,514,4.5,4,-0.5
691121579,1477,57,4,3.5,-0.5
691617940,1625,113,3,3,0
691797987,10118,231,3.5,3.5,0
692412579,50593,3,4.5,5,0.5
692669501,47963,164,4,4,0
692717444,23895,1660,4.5,4.5,0
693045097,684,87,4.5,4,-0.5
693689912,3546,62,3,3,0
694047660,173,0,4.5,0,-4.5
694133485,21858,389,4.5,4.5,0
694133630,1636,125,4.5,4.5,0
694164275,28654,21,4.5,4.5,0
694580816,118,0,4.5,0,-4.5
694647259,1525,13,4.5,4.5,0
694695717,205,142,3.5,3.5,0
694972182,65831,30,4.5,4.5,0
695108484,2347,91,4.5,4.5,0
695187101,91,79,4.5,4.5,0
695948278,3858,63,4.5,3.5,-1
696450432,209,21,4.5,4,-0.5
696565994,99206,1876,4.5,4.5,0
697927927,11768,423,4.5,4.5,0
697996579,11250,105,4.5,4.5,0
698054232,1609,5,3,5,2
698154775,364,37,4.5,4.5,0
698255242,370370,2650,5,4.5,-0.5
698925807,1452,207,4.5,4,-0.5
699687299,296,2,4,4,0
700227648,602,106,4.5,4.5,0
700440156,29,0,4.5,0,-4.5
700513526,63,0,4.5,0,-4.5
700637744,15855,270,5,5,0
700653178,1005,49,4.5,4.5,0
700793523,1259,415,4.5,4.5,0
700970012,41214,88,4.5,4.5,0
701112447,1245,693,5,5,0
701598884,91,61,4.5,4.5,0
702810576,2963,6,4.5,4,-0.5
702871560,1929,17,5,5,0
703177890,12755,122,4.5,5,0.5
705211891,25152,153,4.5,5,0.5
706099830,55783,521,4.5,4.5,0
707189889,1019,620,3.5,4,0.5
708142626,1862,9,3.5,4.5,1
708196645,4336,8,4.5,4.5,0
708379313,3687,2763,4,4.5,0.5
708388097,148,20,4,4,0
708600202,391401,82,4.5,4.5,0
709003148,31,1,4.5,5,0.5
710380093,274,0,2,0,-2
710535379,20251,53,4.5,5,0.5
711074743,13898,336,3,4,1
711455226,15617,11,4.5,4.5,0
711923939,23775,132,4.5,4.5,0
714086913,6013,125,4,3.5,-0.5
714180827,257,104,4.5,4.5,0
714463714,88,18,3.5,3.5,0
714796093,107797,5073,4.5,4.5,0
715441573,154,0,3.5,0,-3.5
715822238,2535,287,4.5,4.5,0
716262008,2227,160,4.5,4.5,0
716697016,5,0,3.5,0,-3.5
716932895,5424,571,4.5,4.5,0
717545062,83,2,3,5,2
717555969,4361,150,4.5,4,-0.5
717628209,151,5,4.5,4,-0.5
718043190,5405,95,4.5,4.5,0
718082838,536,71,4,4,0
718153412,16968,4969,4.5,4.5,0
718421443,72989,327,4.5,3.5,-1
719219382,6676,122,4.5,4,-0.5
719320397,1072,37,4.5,4,-0.5
719401490,2998,592,4.5,4.5,0
719829352,1037,42,3,3.5,0.5
719858778,0,0,0,0,0
719972451,25947,3,4.5,3.5,-1
720068876,2816,15,4.5,4.5,0
720111744,0,0,0,0,0
720208070,1889,804,4.5,4.5,0
720656825,199,26,4,4.5,0.5
720725216,3282,3,4.5,4.5,0
720825227,12099,1922,5,5,0
721512660,62,1,4.5,4,-0.5
721623681,0,0,0,0,0
721639879,3403,2,4,3,-1
721911537,155,151,4.5,4.5,0
722217471,37304,198,4.5,4.5,0
723134859,12617,99,5,4.5,-0.5
723322796,5,0,5,0,-5
723795263,77370,2,4.5,4.5,0
724295527,968,4,5,5,0
724786142,6,5,3.5,3.5,0
724816878,11341,582,4.5,4.5,0
725097967,6677,78,4.5,4.5,0
725208930,66,3,4,4.5,0.5
725222008,12,4,2.5,4,1.5
725222149,3124,319,4,4,0
725440538,334,0,4.5,0,-4.5
726115780,0,0,0,0,0
726147252,1420,173,4.5,4.5,0
726895069,514,3,3.5,4.5,1
727109676,43,0,3.5,0,-3.5
727296976,52831,89,4.5,4.5,0
727420266,19340,289,4,4,0
727466621,681,560,4.5,4.5,0
728293409,24909,510,4.5,4.5,0
729686081,394,2,4.5,5,0.5
730091131,257,23,3.5,3.5,0
730148796,54,16,3.5,4.5,1
730712409,5150,236,4.5,4.5,0
730873197,895,25,4,3,-1
730878935,6917,454,4.5,4,-0.5
730919094,427,73,4,4,0
731041554,690,16,4.5,4.5,0
731592936,17213,495,4,4.5,0.5
731629156,14198,722,3,4,1
731645633,8673,227,4.5,4.5,0
732908963,1654,47,2,4.5,2.5
733144873,6,0,2.5,0,-2.5
733989611,21,0,2.5,0,-2.5
734256893,20,1,5,4,-1
735127946,0,0,0,0,0
735128536,3542,92,4.5,4.5,0
735434007,72,1,3,1,-2
735752897,507,90,4.5,4,-0.5
735945527,4327,1094,4,4.5,0.5
736179781,72187,909,4.5,4.5,0
736579117,61,18,4,3.5,-0.5
736683061,29540,2749,4.5,5,0.5
736741821,52,12,4,4.5,0.5
737006024,1784,884,4,4,0
737310995,225,17,4.5,5,0.5
738201550,787,82,2,1.5,-0.5
738717933,3615,1267,4,4.5,0.5
738897668,10618,267,4.5,4.5,0
739234325,3699,827,4.5,4.5,0
739787904,0,0,0,0,0
739836039,196,68,3.5,3.5,0
740602894,439,382,4.5,4.5,0
741224931,536,12,4.5,4.5,0
741224942,691,24,4.5,4.5,0
741292507,768,1,4.5,1,-3.5
741293420,149,1,4,1,-3
741597322,2,2,5,5,0
742625884,20144,64,4.5,4.5,0
743974925,15248,111,4.5,3.5,-1
744189889,9,1,4,5,1
744769918,2170,87,4.5,4.5,0
744851208,160,1,4.5,5,0.5
744882019,311,63,4.5,5,0.5
745729888,169,149,3.5,3.5,0
746894884,1195,92,3,4,1
747779910,6,0,4,0,-4
748048441,2892,59,4.5,4.5,0
748057890,1689,1,4,5,1
749046891,16925,454,4.5,4.5,0
749057895,6424,533,4.5,4.5,0
749078962,28497,4672,4.5,4.5,0
749083919,35702,3768,4.5,4.5,0
749094885,4162,208,4.5,4.5,0
749094938,2167,69,4,4,0
749109884,425,126,4,4,0
749113886,6645,629,4.5,4.5,0
749118884,47803,6883,4.5,4.5,0
749124884,4959,768,4,4,0
749125114,1635,120,4,4,0
749132901,6288,268,4.5,4.5,0
749133301,28032,3123,4.5,4.5,0
749133753,45696,2673,4.5,4.5,0
749969909,50,50,3,3,0
753237901,0,0,0,0,0
754105884,128,9,4,5,1
755018884,6,1,5,5,0
756869261,51,11,2,2,0
757228497,187,6,4.5,5,0.5
757843896,121,17,5,4.5,-0.5
758453889,834,65,4.5,3.5,-1
760018895,42,18,4.5,5,0.5
760295036,481,264,4.5,4.5,0
760645916,11785,4,4.5,4,-0.5
761363261,11933,755,4.5,5,0.5
761980429,0,0,0,0,0
762124422,0,0,0,0,0
762630884,423,36,3.5,3,-0.5
763225933,93,2,4,5,1
763692274,32533,188,4,4,0
764925064,1827,141,4.5,4.5,0
765224318,258,219,4.5,4.5,0
765256153,276,12,4,4.5,0.5
766354752,22,1,3.5,4,0.5
766396167,69,0,3.5,0,-3.5
766695512,439,2,4.5,4.5,0
766894692,15900,78,3.5,3.5,0
767268733,9496,208,3,4,1
767319014,84680,68,4.5,4.5,0
767473889,63291,1991,4.5,4.5,0
767546279,155,38,4.5,4.5,0
768160271,197,3,4.5,5,0.5
768237041,195,70,4.5,4,-0.5
768469908,4293,44,4.5,5,0.5
768591497,4350,994,4.5,4.5,0
768592885,201,8,4.5,4.5,0
768592901,10358,293,4,4,0
768620766,0,0,0,0,0
769175514,10,0,1.5,0,-1.5
769737983,60271,114,4.5,4,-0.5
770177884,1551,797,4.5,4.5,0
770903376,32,5,4.5,5,0.5
771269254,139,28,3.5,3.5,0
771433054,21,21,2.5,2.5,0
771989093,400,316,4,4.5,0.5
772561884,244,129,3.5,4.5,1
773126820,1,1,5,5,0
774620933,66,8,4,3.5,-0.5
774875399,59,39,4,4,0
775201158,493,76,4.5,2,-2.5
775402833,13842,157,4.5,4,-0.5
775737172,541,20,4,4.5,0.5
775873865,0,0,0,0,0
775888026,6136,342,4.5,5,0.5
776132132,20980,616,4.5,4.5,0
776865453,2394,1821,4.5,4.5,0
777111034,6077,157,5,5,0
777310222,4756,1191,4.5,4.5,0
777512000,245,35,4,4,0
777630969,0,0,0,0,0
778378115,4162,207,4.5,4.5,0
778437357,92,4,4.5,4.5,0
778658393,7004,85,4.5,4.5,0
778679533,178,114,3,3,0
779157948,18494,1983,4.5,3.5,-1
779561331,8843,4622,4,4.5,0.5
780214292,2,2,1,1,0
780458840,217,94,4,4,0
780467456,64,2,4,4.5,0.5
783214985,407,39,4.5,4.5,0
783636913,1016,3,4,4.5,0.5
783753727,4459,1703,3,4,1
783960953,503,37,4.5,4.5,0
784279176,0,0,0,0,0
784797900,4861,138,5,5,0
785267899,0,0,0,0,0
785537179,19355,317,4.5,4.5,0
785638228,54282,1440,4.5,4.5,0
785725887,1849,87,4,4,0
785904635,987,35,4.5,4,-0.5
787130974,0,0,0,0,0
787141016,849,113,4.5,4.5,0
787786130,12,0,4.5,0,-4.5
789356890,1218,93,4,3.5,-0.5
789605324,0,0,0,0,0
789870026,1193,19,4.5,5,0.5
790203750,13097,468,4.5,4.5,0
791077159,1297,92,4.5,5,0.5
791134629,2917,2550,4.5,4.5,0
791211390,149138,913,4.5,4.5,0
791341471,13245,1095,3.5,4,0.5
791532221,40,2,4,2.5,-1.5
792595594,58640,2023,5,5,0
792694774,0,0,0,0,0
793096595,1534,16,4,5,1
793157344,22,0,4.5,0,-4.5
793772904,0,0,0,0,0
794156760,14,0,4.5,0,-4.5
794278407,1,1,5,5,0
794507331,22877,993,4.5,4.5,0
794524208,24999,573,4.5,4.5,0
794729836,14,0,3.5,0,-3.5
794730213,834,140,4.5,5,0.5
794859457,8899,146,4.5,4.5,0
794884903,746,39,4,4.5,0.5
794960248,703,31,4,4.5,0.5
795739546,7,0,3.5,0,-3.5
796149420,39,8,4,4.5,0.5
796333129,3821,3477,4.5,4.5,0
796339836,5,0,1.5,0,-1.5
796851829,0,0,0,0,0
796870199,13,0,1.5,0,-1.5
796959534,813,7,3.5,3.5,0
797157312,529,51,4.5,5,0.5
797339772,0,0,0,0,0
797511732,0,0,0,0,0
797535508,4903,47,4.5,4.5,0
797639732,21407,1146,3.5,4,0.5
797809194,449,0,4,0,-4
797818385,745,98,4,4.5,0.5
799406905,33921,2404,4.5,4.5,0
799471892,1895,32,4.5,4,-0.5
799631716,26,8,4.5,3.5,-1
802869990,8,0,5,0,-5
802889610,0,0,0,0,0
803346990,142,0,4,0,-4
803781859,101,0,4.5,0,-4.5
804069802,147,147,5,5,0
804177739,2005,2,4,1,-3
804379658,160668,613,4.5,4,-0.5
804637783,4344,283,4.5,4.5,0
804641004,12062,537,4.5,4.5,0
804888540,18,6,4,2.5,-1.5
805532295,0,0,0,0,0
805548819,84,74,3,3,0
805839157,1576,235,4.5,4.5,0
805845189,30704,67,5,4.5,-0.5
805869467,771,1,4.5,1,-3.5
806077016,97122,380,4.5,4.5,0
806223188,20322,29,4.5,4.5,0
807411101,520,51,3.5,4,0.5
807416704,25,2,5,5,0
808108897,365,25,4,4,0
808296431,1721,32,4.5,5,0.5
808794344,470,0,1.5,0,-1.5
809657936,0,0,0,0,0
810405576,99,13,4.5,3.5,-1
811397653,444,194,4,4,0
813330182,572,222,4.5,4.5,0
813952961,62,0,3.5,0,-3.5
814323051,262,39,4.5,4.5,0
814466047,200,4,4,4,0
814656403,9699,2440,4,4,0
814977594,4820,43,4,3.5,-0.5
815181808,81311,709,4.5,4.5,0
815218412,1718,1650,4.5,4.5,0
815876493,8,4,4.5,4.5,0
816177666,1376,52,4,4,0
816202468,228,11,4.5,4.5,0
816283225,5492,145,4.5,5,0.5
816821851,43,33,4.5,4.5,0
818779127,491,122,1.5,1.5,0
819169133,117,48,4,4,0
819197891,615,117,4.5,4.5,0
819627009,428,37,1.5,2.5,1
820004378,0,0,0,0,0
820802943,285,88,4,3.5,-0.5
821374885,112,8,4,4.5,0.5
821399915,15,0,4.5,0,-4.5
821560738,324,16,4,5,1
822701037,428,88,4,4.5,0.5
822797943,1252,6,4.5,3,-1.5
823413326,80,3,4.5,3.5,-1
823443083,1851,11,4.5,4.5,0
823518885,3933,82,3,2.5,-0.5
823804745,6981,628,4,4,0
823869162,2767,539,4.5,5,0.5
824281761,409,9,4.5,3,-1.5
824305459,885,28,4.5,4,-0.5
824421012,1373,116,4.5,4.5,0
824940089,107,97,3,3,0
825089659,3,3,1,1,0
826395534,44,44,1,1,0
826523703,43216,264,4.5,4.5,0
826921329,5300,198,4,4,0
828005193,17925,13,3.5,2.5,-1
828392046,75,22,3.5,4.5,1
828578246,59158,437,4.5,4.5,0
829581836,0,0,0,0,0
829587759,1533,15,4,4,0
829739720,2566,777,4.5,4.5,0
830201595,0,0,0,0,0
830302503,119,0,4.5,0,-4.5
